7/12/2023,16:50:59,14,3409.3860,N,7751.4150,W,23.91
7/12/2023,16:51:00,15,3409.3853,N,7751.4150,W,33.07
7/12/2023,16:51:01,16,3409.3840,N,7751.4150,W,23.84
7/12/2023,16:51:01,17,3409.3840,N,7751.4150,W,33.72
7/12/2023,16:51:03,18,3409.3831,N,7751.4150,W,24.04
7/12/2023,16:51:04,19,3409.3828,N,7751.4150,W,23.84
7/12/2023,16:51:05,20,3409.3828,N,7751.4146,W,24.51
7/12/2023,16:51:06,21,3409.3821,N,7751.4146,W,24.51
7/12/2023,16:51:07,22,3409.3818,N,7751.4141,W,24.04
7/12/2023,16:51:08,23,3409.3818,N,7751.4141,W,23.20
7/12/2023,16:51:09,24,3409.3816,N,7751.4141,W,24.28
7/12/2023,16:51:10,25,3409.3813,N,7751.4136,W,24.04
7/12/2023,16:51:11,26,3409.3816,N,7751.4136,W,28.57
7/12/2023,16:51:12,27,3409.3813,N,7751.4136,W,23.84
7/12/2023,16:51:13,28,3409.3813,N,7751.4131,W,24.51
7/12/2023,16:51:14,29,3409.3813,N,7751.4131,W,32.86
7/12/2023,16:51:15,30,3409.3813,N,7751.4131,W,23.89
7/12/2023,16:51:16,31,3409.3816,N,7751.4131,W,24.51
7/12/2023,16:51:17,32,3409.3816,N,7751.4136,W,24.06
7/12/2023,16:51:18,33,3409.3816,N,7751.4136,W,24.28
7/12/2023,16:51:19,34,3409.3813,N,7751.4136,W,23.84
7/12/2023,16:51:20,35,3409.3813,N,7751.4136,W,24.51
7/12/2023,16:51:21,36,3409.3816,N,7751.4136,W,28.59
7/12/2023,16:51:22,37,3409.3811,N,7751.4131,W,30.96
7/12/2023,16:51:23,38,3409.3811,N,7751.4131,W,23.84
7/12/2023,16:51:24,39,3409.3809,N,7751.4131,W,24.06
7/12/2023,16:51:25,40,3409.3809,N,7751.4131,W,23.84
7/12/2023,16:51:26,41,3409.3806,N,7751.4131,W,24.04
7/12/2023,16:51:27,42,3409.3804,N,7751.4131,W,23.20
7/12/2023,16:51:28,43,3409.3801,N,7751.4131,W,24.71
7/12/2023,16:51:29,44,3409.3804,N,7751.4131,W,24.04
7/12/2023,16:51:30,45,3409.3804,N,7751.4131,W,24.06
7/12/2023,16:51:31,46,3409.3799,N,7751.4131,W,24.28
7/12/2023,16:51:33,47,3409.3796,N,7751.4131,W,24.06
7/12/2023,16:51:34,48,3409.3794,N,7751.4131,W,23.84
7/12/2023,16:51:35,49,3409.3794,N,7751.4131,W,23.20
7/12/2023,16:51:35,50,3409.3794,N,7751.4131,W,23.84
7/12/2023,16:51:36,51,3409.3792,N,7751.4131,W,24.06
7/12/2023,16:51:37,52,3409.3789,N,7751.4131,W,24.28
7/12/2023,16:51:38,53,3409.3789,N,7751.4136,W,24.71
7/12/2023,16:51:39,54,3409.3792,N,7751.4141,W,24.28
7/12/2023,16:51:40,55,3409.3789,N,7751.4141,W,24.51
7/12/2023,16:51:41,56,3409.3792,N,7751.4141,W,23.20
7/12/2023,16:51:42,57,3409.3789,N,7751.4141,W,23.84
7/12/2023,16:51:43,58,3409.3789,N,7751.4141,W,24.51
7/12/2023,16:51:44,59,3409.3789,N,7751.4141,W,24.51
7/12/2023,16:51:45,60,3409.3789,N,7751.4141,W,23.20
7/12/2023,16:51:46,61,3409.3789,N,7751.4141,W,23.84
7/12/2023,16:51:47,62,3409.3792,N,7751.4141,W,23.84
7/12/2023,16:51:48,63,3409.3792,N,7751.4141,W,24.28
7/12/2023,16:51:49,64,3409.3792,N,7751.4141,W,29.00
7/12/2023,16:51:50,65,3409.3792,N,7751.4141,W,24.28
7/12/2023,16:51:51,66,3409.3792,N,7751.4141,W,28.80
7/12/2023,16:51:52,67,3409.3792,N,7751.4141,W,24.06
7/12/2023,16:51:53,68,3409.3789,N,7751.4141,W,25.16
7/12/2023,16:51:54,69,3409.3789,N,7751.4141,W,24.28
7/12/2023,16:51:55,70,3409.3789,N,7751.4141,W,23.84
7/12/2023,16:51:56,71,3409.3787,N,7751.4141,W,24.13
7/12/2023,16:51:57,72,3409.3787,N,7751.4136,W,23.63
7/12/2023,16:51:58,73,3409.3787,N,7751.4136,W,23.63
7/12/2023,16:51:59,74,3409.3787,N,7751.4136,W,23.84
7/12/2023,16:52:00,75,3409.3787,N,7751.4136,W,26.82
7/12/2023,16:52:01,76,3409.3787,N,7751.4136,W,23.87
7/12/2023,16:52:02,77,3409.3787,N,7751.4136,W,25.55
7/12/2023,16:52:03,78,3409.3787,N,7751.4136,W,26.22
